"Article","Abstract"
"March 09, 2010","Although the relationship between natural resources and civil war has received much attention, little is known about the underlying mechanisms. Controversies and contradictions in the stylized facts persist because resource extraction is treated as exogenous while in reality fighting affects extraction. We study endogenous fighting, armament, and extraction method, speed and investment. Rapacious resource exploitation has economic costs, but can nevertheless be preferred to balanced depletion due to lowered incentives for future rebel attacks. With private exploitation, rebels fight more than the government if they can renege on the contract with the mining company, and hence government turnover is larger in this case. Incentive-compatible license fees paid by private companies and mining investment are lower in unstable countries, and increase with the quality of the government army and office rents. This implies that privatised resource exploitation is more attractive for governments who have incentives to fight hard, i.e., in the presence of large office rents and a strong army. With endogenous weapon investments, the government invests more under balanced than under rapacious or private extraction. If the government can commit before mining licenses are auctioned, it will invest more in weapons under private extraction than under balanced and rapacious nationalized extraction."
"March 09, 2010","The language of values is in fashion nowadays. Global values are often employed, either as elements of a coherent theory or simply as rhetorical tools, by some of the most influential politicians of our age. However, despite all this attention to global values, the concept itself remains somewhat obscure. The various lists of values, proposed by individual politicians, scholars, NGO’s, and international organizations, differ to some extent, both in content and in character, and a clear definition of what constitutes a global value is lacking. This article aims to explore the concept of global values. It focuses on the relationship between such values and international law. The main assumption of this article is that international law has moved from an essentially value-free order of sovereign and independent States, to a more cosmopolitan order, based on universal values and common interests. Taking that assumption as its starting point, this article basically aims to explore how and to what extent the language of global values has encroached on the traditional, consent-based foundation of the international legal order. Before turning to this central theme, i.e. the relationship between global values and international law, this article first aims to shed some light on the concept of global values itself. Then, the central theme will be dealt with. First, jus cogens and erga omnes will be discussed as legal techniques that might be used to give special legal protection to fundamental, value-based norms of general international law. After that, we will look at the role of the United Nations in ‘translating’ the language of global values into that of international law. We will end with a brief conclusion and look into the future."
"March 08, 2010","What does the idea of ´Global Community` add to multilateralism? In my view, the idea of ´Global Community` adds two things: first, it may give multilateralism a sense of direction by defining the global values that should guide this cooperation. Secondly, the idea of a ´Global Community` may make clear that those engaging in multilateralism have a shared responsibility and a collective interest, over and above self-interest, to make it work. I will also look at the reality of international relations; there may be an idea, but is there also a practice of ´Global Community`?"
"March 08, 2010","One of the most powerful methods of inducing changes in outcomes governed by international humanitarian law is to add human rights rules and arguments into the equation. This, indeed, is precisely the point of the whole project of linking these two branches of international law. This article explores the relationship between the two bodies of law, and makes several broad propositions. First, that there is a need for a change in perspective, from examining the relationship of the two regimes as such, to the interaction of particular norms that regulate specific situations. Second, that this interaction will frequently result in a norm conflict, and that we have numerous tools at our disposal for either avoiding or resolving these conflicts. Third, that lex specialis is at best a fairly limited tool of norm conflict avoidance, and that it most certainly cannot be used to describe the relationship between human rights and humanitarian law as a whole. Finally, that there are situations where all of our tools will fail us, where a norm conflict will be both unavoidable and unresolvable due to a fundamental incompatibility in the text, object and purpose, and values protected by the interacting norms, and where the only possible solution to the conflict will be a political one. The article identifies three such possible situations of unresolvable antinomy-targeted killings, preventive security detention, and positive obligations during occupation, and addresses recent cases with a norm conflict component, such as Al-Jedda, Behrami, and Al-Saadoon. Though in most cases harmony between human rights and humanitarian law is possible, and indeed desirable, we should not underestimate the practical and political relevance of situations of true norm conflict, which no amount of academic exposition will be able to fix."
"March 08, 2010","Human rights law is affected by great compliance and enforcement problems, similar to the ones affecting public international law as a whole. This is due to the states' reluctance to ""impose upon themselves binding human rights obligations, and even more so to agree to create institutions with power to oversee compliance with such obligations."""
"March 08, 2010","This chapter attempts to radicalize arguments the author has presented in previous collections. He draws on his own experience of taking Kurdish (from 1994 to 1999) and then Chechen (from 2000 to the present) cases to the European Court of Human Rights. He employs materialist and historicized account of international law and human rights for which he contends. He argues that the lex specialis doctrine as developed in recent case-law of the International Court of Justice (the ICJ) contains a category error, insofar as it brings human rights law and humanitarian law into a relationship with each other; for example, that of ‘complementarity’. Chalk is being compared with, or even substituted by, cheese. He starts with an analysis of the confusion of the ICJ. He then turns to the concept of ‘fragmentation of international law’ as it impacts on the issue of the relationship between the two bodies of law, and then outlines what are for him the key differences between IHL and IHRL. Finally, he illustrates his position in contrast to a number of contemporary scholars: Schabas, Droege, Hampson, Abresch, Quenivet and Orakhelashvili. His conclusion is that the European Court of Human Rights has in this matter at least, consciously or not, chosen the correct path in dealing with cases that have come before it, especially the Chechen cases."
"March 08, 2010","If we would like to analyze the situation with respect to nuclear liability in the European Union, we can define this as a ""patchwork"". Before the 2004 enlargement, EU Member States were basically Contracting Parties to the 1960 Paris Convention and most of them to the 1963 Brussels Supplementary Convention as well. Mainly, the Contracting Parties to the 1963 Vienna Convention entered the Union during the 2004 and 2008 enlargements. While all of these Vienna Convention states were also Parties to the 1988 Joint Protocol, only eight of the Paris Convention states joined this instrument, creating a ""bridge"" between the Paris and the Vienna Conventions. Until now, European Law hasn’t covered nuclear liability which, as a consequence remains in the sphere of national legislation and international treaties. Discussions concerning the nuclear liability ""patchwork situation"" were already opened under the aegis of the European Commission in 2005, but it was then paralyzed because of strict resistance by the new Central- and Eastern European Member States. On the occasion of the AIDN/INLA biannual meeting, held in Brussels in September 2007, EC Commissioner for Energy, Andris Piebalgs, pointed out the current situation in the area of nuclear liability frameworks within Communities, which were described as very unsatisfactory from the EC Commission point of view and he announced further activity of the European Communities towards harmonizing nuclear liability regime. Some months later, in December 2007, the European Commission employed a Spanish Law Firm to develop and distribute a questionnaire exploring the views of EU states and EU industry regarding the current nuclear liability situation with the view toward reconciling that field of law within the EU and evaluating results obtained by the questionnaire."
"March 08, 2010","In recent years, maritime conflicts between China and the United States have occurred successively in the sea areas around China. Legally, these conflicts were caused by the different interpretation and application between the two countries of the LOS Convention or the customary international law rules reflected in the Convention, including mainly, firstly, jurisdiction over military activities, such as military surveys in the EEZ; and secondly, marine scientific research and classification of activities of marine data collection. China's practices conform with the Convention and the contemporary international practice. However, as a non-State-party to the Convention, the United States has taken advantage of the parts of the Convention that are in its own interests and is trying to escape from the relevant international legal obligations."
"March 08, 2010","In this article I explore how international humanitarian law (IHL) is used in advocacy on ‘undercover’ operations-the wearing of civilian clothes by Israel's security forces in the Occupied Palestinian Territories (OPT). Assessing applicable legal standards-the duty of combatants to distinguish themselves from the civilian population, and the rule prohibiting perfidy-I show that legal claims, reporting practices and strategies comprising the advocacy on ‘undercover’ operations in the OPT make inadequate and inefficient use of IHL. Advocacy on ‘undercover’ operations does not reference and utilize appropriate legal standards; nor does it ground allegations and strategies in the normative and factual inquiries these standards entail. Such advocacy is insensitive to highly relevant factual, legal and policy specificities of the OPT. Decontextualized, advocacy on ‘undercover’ operations presents neither a coherent legal argument nor cogent compliance-inducing strategies. It generates inefficient, unpersuasive discourse that more likely undermines than supports the prospects of changing the practices it challenges."
"March 08, 2010","China's views on coastal State authority in the exclusive economic zone (EEZ) are not supported by State practice, the negotiating history of the United Nations Convention on the Law of the Sea (UNCLOS), or a plain reading of Part V of the Convention. All nations may legitimately engage in military activities in foreign EEZs without prior notice to, or consent of, the coastal State concerned. Efforts were made during the negotiations of UNCLOS to broaden coastal State rights and jurisdiction in the EEZ to include security interests. However, the Conference rejected these efforts and the final text of the Convention (Article 58) ultimately preserved high seas freedoms of navigation and overflight and other internationally lawful uses of the seas related to those freedoms, to include military activities, in the EEZ."
"March 08, 2010","This article examines the principle of state immunity from the civil jurisdiction of national courts as it has been applied to officials. In Jones v Saudi Arabia the House of Lords held that individual officials should have the benefit of immunity, notwithstanding the possibility of criminal prosecution as agreed by states parties to the United Nations Convention Against Torture. It is incontrovertible as a matter of international and English law that the state itself is immune from suit in torture claims but there was scant authority prior to Jones requiring the extension of immunity to individual officials. There are two key hurdles for the torture victim to surmount: first, it must be demonstrated that the forum state has jurisdiction to make and adjudicate rules regarding the relevant conduct and, secondly, that any claim to immunity should be denied. It is argued that the assertion of civil jurisdiction over torture which has taken place in another country is permissible under English rules on conflict of laws and would not be excessive in view of the recognition of criminal jurisdiction by states parties to the United Nations Convention Against Torture and under customary international law. It is further argued that to allow civil suit against the torturer (but not the state) would not offend the principles of public international law that relate to immunity, nor should it breach the State Immunity Act 1978."
"March 08, 2010","This Editorial Comment introduces the Agora: Military Activities in the EEZ featured in the March 2010 issue of the Chinese Journal of International Law and sketches the debate on the topic. It also highlights some arguments on pivotal issues, including (1) whether the existing framework of Part V of the LOS Convention, as a result of the existence of Article 59 on residual rights, favours the finding of a security interest of the coastal States to which others acting in the exclusive economic zone (EEZ) must pay due regard; and (2) whether the need to ensure the safety of the freedom of navigation favours the existence of the right to conduct “pure” oceanographic sea lane mapping by other States in the EEZ of a coastal State that is not prejudicial to the security interest of the coastal State."
"March 08, 2010","The interrelationship of international human rights and humanitarian law is, in spite of the existence of a considerable level of literature on point, still somewhat uncertain. There have been claims that the two areas have increasingly converged, which have been countered with arguments to the effect that the twain never shall meet. This piece sees to investigate the relationship between these areas though an empirical analysis of the practice of the ICTY, and the way in which that Tribunal has sought to use human rights jurisprudence in a humanitarian law, and international criminal law, context. To show this, the piece analyses the relevant jurisprudence of the ICTY. Whilst giving credit where it is due, this piece attempts to show that the ICTY's practice, whilst not unimpeachable, has, in its more recent pronouncements, taken a more sophisticated approach than other international courts. With this in mind, he piece argues that in spite of its flaws, the later jurisprudence of the ICTY has helped to show that the interrelationships of international law, criminal law, human rights law, and international criminal law are not simple. As such the ICTY as made a useful contribution to the area, and one which has been somewhat more carefully thought through than the comments of other international courts, who have used the ICTY's jurisprudence without passing comment on the differentials that may exist between international criminal law and international law, and human rights law, in particular."
"March 08, 2010","In the Marine I case, the Committee Against Torture provides direction as regards the question of determining responsibility for safeguarding the human rights of migrants intercepted or rescued at sea and processed in the territory of another country. This analysis of the Committee's views in this case explores various issues of maritime search and rescue responsibilities and the subsequent responsibilities for safeguarding human rights, including protection from refoulement."
"March 08, 2010","There are two aspects to the controversy over the Okinawa Trough between the States bordering the East China Sea. The scientific aspect concerns whether the Okinawa Trough disrupts the unity of the continental shelf in the East China Sea, and the legal aspect concerns whether geophysical factors should be considered in the delimitation between opposite States where the distance between their coasts is less than 400 nautical miles. The role of the Commission on the Limits of the Continental Shelf in the determination of the scientific nature of the Okinawa Trough is limited by the non-prejudice clause in Article 76 of the Convention on the Law of the Sea. If the Okinawa Trough is proved to constitute a fundamental discontinuity between the natural prolongation of China and Korea on the one hand, and that of Japan on other hand, the median line between the opposite coasts concerned should not be applied in the continental shelf delimitation, for it cannot achieve an equitable solution."
"March 08, 2010","Values are “possibilities whose realization may make lives good.” This definition is attractive because it is short and still contains the essential: values are seen as ideas whose realization is both possible and desirable. Three questions need to be answered before this definition can be meaningfully applied to the international community: whose lives are we talking about? Who will come up with the possibilities? And who is responsible for realizing them? After having addressed these questions, I will turn to the United Nations and explain its unique role in defining and realizing/promoting our global values. In the third part, I will look at the proceedings of the San Francisco Conference of 1945, where the United Nations Charter was drafted and the Organization established, and focus thereby on the role of one of the most fundamental global values and the clearest expression of the cosmopolitan idea: human rights."
"March 08, 2010","Claims that Tibet was independent during the Qing Dynasty (1644-1911) or had “de facto independence” from the Republic of China (1911-1949) are belied by fact and law. Tibet's elites regarded themselves as subjects of the Emperor, who saw himself and was seen by foreigners as the ruler of China, including Tibet. Supposed indicia of Tibet independence from 1913-1951 (a flag, stamps, currency, passports, visas, etc.) do not attest to statehood: many parts of China then and provinces or autonomous areas of countries today have had these features. No matter which international law theory of the recognition of States is used, Tibet was not one, but was a pseudo-State, like present-day Abkhazia or Somaliland. Tibet today thus has acquired no “right to independence”; yet, sections of Indian and US political elites continue to regard the claim of Tibet's statehood as a useful lever in conflicts with China."
"March 08, 2010","The language of values is in fashion nowadays. Global values are often employed, either as elements of a coherent theory or simply as rhetorical tools, by some of the most influential politicians of our age. Global values have also become a popular object of study for many scholars, particularly in the disciplines of international law, political science, and philosophy. The question many international lawyers ask themselves these days is, somewhat bluntly formulated, whether international law has moved from an essentially value-free order of sovereign and independent states, to a more cosmopolitan order, based on universal values and common interests. Political scientists ask themselves a similar question; one can simply replace the words ‘international law’ with ‘the world’. Many cosmopolitan philosophers, more concerned with ideas than with the actual state of affairs, have since ancient times been preaching for a world led by common interests and values. Boosted by globalization, one can see that in recent years this strand of cosmopolitanism is experiencing a revival: it now seems a possible description of reality."
"March 07, 2010","This article looks at the jurisprudence of the European Court of Human Rights in relation to the responsibility of states for violations of Convention rights committed through acts of international organisations. The author begins with Matthews v. United Kingdom and considers the recent judgment of D. v. Turkey and the Grand Chamber admissibility decisions in Behrami and Behrami v. France and Saramati v. France, Germany and Norway in detail with reference to past decisions and decisions of the UK House of Lords."
"March 07, 2010","Today, many individuals are victims, not of foreign military aggression and nuclear war, but of violence committed against them by their own state. Moreover, the security of individuals is threatened, not by military forces, but by criminals and terrorists, the forces of nature, disease, and poverty. The traditional interstate security paradigm has no place for most of these threats, and considers many of them to be essentially domestic affairs. The aim of my paper is to briefly look at the choice between a state-centered and an individual-centered approach to global security. I will look at the debates on ‘human security’ and ‘state security’, focusing on the most influential reports and declarations on this issue of the last two decades."
"March 07, 2010","Some authors compare the constitutional structure of the United Nations with that of a state. There is a court (International Court of Justice), a parliamentary assembly (General Assembly), and an executive organ (Security Council). In most states, these organs check each other’s power, thereby creating a delicate balance. In my paper, I will find out whether a similar system of checks and balances exists for the United Nations, and focus thereby on judicial checks on the Security Council. After concluding that the International Court does not possess powers of judicial review or appeal in respect of decisions taken by the Security Council, I will look elsewhere. Perhaps somewhat unexpectedly, this is where the European Union comes in. In Kadi, the European Court of Justice decided that it was empowered to check the lawfulness of the resolutions of the Security Council, but only with regard to jus cogens."
"March 06, 2010","In this article, we examine the acceptance of dying among Turkish and Dutch military cadets and mid-career officers. This is an important issue because the so-called casualty factor seems to play an increasing role in decision-making on whether or not to initiate and continue military actions. It may be argued that the acceptance of casualties in the military varies across national armed forces. The Netherlands are considered to be a highly individualist society whose armed forces are not very well known for their martial tradition and history. The Turkish society, on the other hand, is more collectivistic and its armed forces are proud of their martial history, tradition and reputation. Survey data collected among cadets and mid-career officers in military academies and staff colleges of the two countries confirm these ‘‘images’’ to a large degree. The two samples display significant and substantial differences in accepting the risk of dying in the expected direction. In addition, we examine the impact of these differences on the willingness and ability to collaborate internationally. The results of these analyses confirm the so-called Terror Management Theory to a large degree. The implications of these results are discussed in the final part of this study."
"March 06, 2010","This paper discusses two cases of segregation between men and women in Israel. In both cases, the segregation was based on religious justifications and in both cases the Israeli High Court of Justice (HCJ) either enforced the segregation (the ‘Women of the Wall’ case) or expressed a principled willingness to do so in the future, subject to certain formal conditions (the ‘segregation in buses’ case)."
"March 06, 2010","Liberia's civil conflict spanned over two decades, causing incalculable damage in its wake. In 2005 the Government of Liberia established a truth and reconciliation commission (TRC) to address crimes committed during the war, to act as the sole adjudicator of war crimes in Liberia. It is the first TRC in the world with a mandate to prosecute economic crimes. Hence, the success of the TRC greatly affects prospects for peace in Liberia, and approaches to transitional justice the world over. However, several factors seriously threaten the efficacy of the TRC, including a weak legal framework for addressing economic crimes, internal power struggles at the TRC, lack of resources, and exclusion of public participation in the TRC process. The author argues that economic crimes are a principal cause of Liberia's civil conflict, and that post-conflict efforts aimed at addressing these crimes are insufficient. She also discusses the administrative impediments that prevent the TRC from effectively deterring the commission of economic crimes. The author concludes by offering recommendations to the TRC that will strengthen its capacity to execute its mandate."
"March 06, 2010","In the present globalised and decentralized world, India may not afford to keep its economy closed and secluded. Thus, an interaction between Indian economy and world’s economy is inevitable .Arbitration is supposed to be a simple, user-friendly process. In fact, if arbitration is well designed and competently handled. Arbitration is often categorized as a kind of Alternative Dispute Resolution process. Arbitration resolves disputes when the parties cannot agree. Like litigation, it is a tiebreaker, to be used if and only if, the parties cannot settle their differences by agreement. Arbitration is increasingly the dispute resolution mechanism of choice in international transactions."
"March 06, 2010","This paper, presented at the ISA annual Convention in New Orleans, aims at deconstructing the ""genocide debate"" by identifying why scholars from various fields (law, political science, sociology) and practitioners seem to argue about genocide, despite the fact that they are in fact talking about different things."
"March 06, 2010","Most recently, the old discussion on identifying gaps in existing nuclear liability regimes as well as finding ways how to reach a uniform standard of claims arising from a nuclear incident can be considered as more actual than in the years before. The so called “Nuclear Renaissance” or “Nuclear New Build”  can’t be limited to nuclear sites multiplications, but must occur parallel with creating and strengthening legal framework for nuclear and radiation safety, security and safe – guarding.  As OECD⁄NEA stressed in its Nuclear Energy Outlook 2008, “the international community must be prepared to adapt the existing international legal framework to those new realities.”  Due to the fact, nuclear liability law is considered to be one of the core legal issues affiliated to the peaceful use of the nuclear energy, legal discussions on uniform standard of nuclear liability rules will be for sure essential part of the further development."
"March 06, 2010","This article argues that the mass deportations and executions committed by the Ottoman regime against the Armenian people constituted a crime of humanity but did not rise to the level of a systematic and sustained effort to exterminate an entire people. It presents an objective dispassionate examination of the known historical facts to correctly characterize the wrongs committed against the Armenian people in hopes of helping to attain the outcome of reconciliation of Turkish and Armenian peoples. As such it represents an example of the theory of therapeutic jurisprudence in practice. Circa 18 pages."
"March 06, 2010","The EU’s limited fiscal capacity has proven to be the most critical constraint in responding to the global financial crisis in a coordinated manner. The EU does not have enough resources to rescue the troubled financial institutions and member states. This leads to a nationalization of rescue operations, which undermines the Single European Market and requires IMF involvement in respect to member states in distress. The EU must also complete the lacking elements of the Single European market architecture (such as European financial supervision) and help in strengthening global policy and regulatory coordination."
"March 06, 2010","Presents a critical appraisal of historian's accounts of the deterioration of U.S.-Soviet relations and the rise of the cold war."
"March 05, 2010","The goal of this paper is to specify the nature of the Mouvement des Nigériens pour la Justice (MNJ) as a non-state armed organization and to make sense of its shaky existence since its inception, almost three years ago, with a particular focus on the period that made the MNJ a serious political and military opponent to the government. Our argument is that circumstantial alliances and percolation of grievances provoked by local micro-political dynamics and long-standing disenfranchisement of some sections of the Tuareg youth permitted the movement to take off as a credible rebel group. Ultimately, we want to verify if existing analytical tools made available by the theoretical literature on non-state armed groups are adequate to make sense of the MNJ’s organizational trajectory, particularly considering Jeremy Weinstein’s seminal book “Inside Rebellion” (Weinstein, 2006). By putting too much emphasis on “initial conditions”, Weinstein’s model, we argue, fails to properly acknowledge the micro-social dynamics that shape armed groups and their erratic trajectory, and we stress the need to investigate what armed organizations are sociologically made of rather than bluntly postulating their existence."
"March 05, 2010","Francis Fukuyama is a professor of International Political Economy and Director of International Development Program at the John Hopkins University – Washington. He has written internationally acknowledged books, articles  and essays  concerning  the  matters  of political  and economic development. This includes Trust: The Social Virtues and the Creation of Prosperity (1995); The Great Disruption: Human Nature and the Reconstruction of Social Order (1999); Our Posthuman Future: Consequences of the Biotechnology Revolution (2002). The most prominent of all was, The End of History and the Last Man that was published in 1992 in twenty different foreign editions. His present book, STATE – BUILDING: Governance and World Order in the 21st Century was released in 2004 on which the publisher gives the following publicity note:"
"March 03, 2010","During recent decades improved supply chain management, innovation in information technology, new financial instruments, etc. have changed the economic environment for production in the EU significantly. This led to and was accompanied by increased coordination of economic policy and the use of a new mode of governance, the Open Method of Co-ordination. Simultaneously, at the national level tendencies of fragmentation in industrial relations appeared. Is this mere congruence, or is it possible to establish causal relationships? For the case of Germany the impact of coordinated European policies on industrial relations at national level is assessed. Potential consequences for supranational economic governability are discussed."
"March 03, 2010","Informal justice refers to the social phenomenon consisting of settling disputes between litigants outside state courts, the formal justice system. “Tribal judges” are the main actors of tribal justice. In recent years, though, conciliation committees were established,  sometimes spontaneously, but most of the time, through the direct intervention of the PA, most specifically the executive authority,  or even by political factions. “Tribal conciliation” is used to describe both the process and the outcome of the conflict resolution carried out by tribal judges or by conciliation committees."
"March 03, 2010","This article focuses on the ius ad bellum provisions contained in the Protocol on Non-aggression and Mutual Defence which forms an integral part of the 2006 African Great Lakes Pact. The Protocol contains peculiar provisions that provide the opportunity to develop broader considerations on the alleged African unorthodox approach to the regulation of the use of armed force. The Protocol is not considered in isolation and is analysed taking into account other analogous African treaties, with the ultimate purpose of establishing whether or not its provisions are consistent with existing law. Section 2 deals with the prohibition of aggression and compares the definition contained in the Great Lakes Protocol with that adopted by the UN General Assembly in 1974. Section 3 analyses the right of individual and collective self-defence as contained in the Protocol and discusses its consistency with Article 51 of the UN Charter and customary international law. Finally, the last two sections investigate whether and under what conditions the Protocol provides for further exceptions to the prohibition of the use of force in addition to self-defence, in particular the ‘responsibility to protect’ populations by military means and the right of pro-democratic intervention."
"March 03, 2010","The Czech Republic and Slovakia, both contracting parties to the Vienna Convention on Civil Liability for Nuclear Damage of 1963, joined the European Union (EU) on 1 May 2004. Both countries have announced plans to increase their nuclear capacities during the process of the so-called nuclear new build. Owing to these developments, nuclear legislation within these Central European states is of rising interest to specialists abroad. This paper aims to deal with the existing obligations in both countries arising from international conventions and current national legislation on matters of nuclear liability. Special attention is paid to the methods by which provisions of the Vienna Convention have been implemented into their national acts, particularly regarding minimal limits of operator liability. Differences between the current legal regimes are pointed out. Furthermore, the paper deals with actual developments in the area of nuclear liability, particularly developments in Slovakia, which declared that future nuclear liability legislation must be oriented towards the possibility that the country will accede to the Paris Convention on Third Party Liability in the Field of Nuclear Energy of 1960, as amended by the Protocol of 2004."
"March 03, 2010","Most modern states have adopted written and rigid constitutions. The existence of a constitution presupposes a constituent power, distinguished from other constituted powers, created by the constitution itself. A constituent power presupposes the ability of a society to develop its capacity to act as a collective, in order to gain (or regain) an active role in the organization of the lives of individuals and their social relationships with one another."
"March 02, 2010","As the European Union (EU) has strengthened, scholars have emphasized the development of multilevel governance structures and the salience of subnational actors. With the launch of the Open Method of Coordination and the increasing development of non-binding regulations, we must re-consider the potential of this type of governance instrument to serve as an intergovernmental and intra-governmental coordinative mechanism; thus contributing to the development of multilevel governance structures. This paper addresses this issue by focusing on the implementation of the European Employment Strategy and its potential to serve as an intra-governmental coordinative instrument. I argue that this non-binding instrument does informally (de facto) influence intra-governmental relations in member states. In addition, subnational actors have transferred many of these soft principles to lower levels of government. These propositions are explored using data gathered in the EU, Spain, Belgium, and Sweden at both the national and the sub national levels."
"March 02, 2010","Hayek argues that when governments violate people's rights by imposing discriminatory laws it may be necessary to do something to correct the situation. He suggests limiting corrective actions in two ways: only address harms that occurred in the relatively recent past, and impose no new discrimination. As a result of a very long history of discriminatory legislation, black South Africans suffered substantial harms at the hands of past governments. Following the political transition in 1994, the new government implemented land reform policies designed, in part, to satisfy calls for social justice. This paper examines these policies in the context of Hayek's arguments."
"March 02, 2010","This paper examines the idea that commercial law has the capacity to evolve spontaneously in the absence of a clear state authority because of its unique nature. I argue that the manner of interaction implied by commerce plays a crucial role in this ability as it involves a high degree of overall engagement. This I term “high engagement,” which I divide into two elements: repetition and the creation of clear cycles of interaction. Together they produce identifiable legal norms and subsequent compliance. Game theorists have long recognized the importance of repeated interaction in inducing cooperation; however, how the manner of commercial interaction itself facilitates this process has been left largely unexamined.  Part I presents a brief overview of the concept of reciprocity and spontaneous law theory. In Part II, a more detailed explanation of the notion of high engagement is offered. Here I set out exactly how high engagement is instrumental in the emergence of legal norms. Finally, the paper concludes that the element of high engagement indeed plays a decisive role in commercial law’s ability to evolve and function in a decentralized, spontaneous fashion — an important insight in terms of the future international development of the modern law merchant as it emerges in the absence of a single legislative authority."
"March 02, 2010","The internationalization of infrastructure raises the issue of internationalization of regulatory governance. By internationalization of infrastructure, I mean the presence if not predominance of cross-border interconnections, ownership, interdependencies, spillovers, and the like. Such cross-border relationships are not new, but are growing in their significance. In several instances, this internationalization of infrastructure has led to internationalization of regulatory activity, such as the International Telecommunications Union (ITU), international cooperation among competition authorities, and supranational regulators – for example, the European Union (EU) or the Eastern Caribbean Telecommunications Authority (ECTEL). The formal authority of these arrangements ranges from completely voluntary organizations, such as associations of regulators or cooperative committees, to institutions with coercive power. There is interest in expanding international regulation with greater coercive power. I examine the issue of the scope of regulatory institutions in the presence of international infrastructure. I do not find a pressing need to internationalize additional regulatory institutions for infrastructure, but I do see a need to leverage the co-evolution of service providers, customers, and governance institutions to learn through experimentation."
"March 01, 2010","This paper investigates the genealogy of the Countryside and Rights of Way Act 2000. The paper places the legislation within a broader, historical context and examines the social and legislative changes which prepared the way for a ‘right to roam’. The article also analyses the effect of civil disobedience and pressure group politics, questioning whether the new right of access is a victory for the access lobby, a compromise between conflicting interests or the product of an emerging political consensus."
"March 01, 2010","The article analyzes the role of evidentiary standards under international law and how perceptions of evidence on weapons of mass destruction (WMD) allegations led to the 2003 invasion of Iraq.  The evidentiary record is built by using the five-year Senate Select Committee on Intelligence investigation of the pre-invasion intelligence information (concluded in June 2008), the Iraqi Survey Group physical inspection findings during occupation, other government studies, and verified media releases over the past six years.  Findings are juxtaposed with the domestic level issue formation, the UN Security Council interactions, and the four months of UN inspection reports.  The chronological case study builds a structure of evidentiary standards, explains why Security Council interactions were logistically effective but ultimately unavailing, and is applied to a two-level domestic/international interactive game framework that distinguishes between established evidence and media assertions.  Diplomatic and inspector evidentiary perceptions are analyzed as they progressed and are applied to resolution language that should have been the legal frame of reference for breach.  Evidentiary standards of proof for breach were required in Security Council resolutions, all UN processes, UN inspection obligations, under good faith diplomacy principles, and even the language of Congress’s October 2002 Authorization for Use of Military Force Against Iraq.  However, preconditions were bypassed.  Since the UN Security Council does not possess a formal and dispassionate evidentiary fact-finding institution and diplomatically-produced information can commingle with potentially irreconcilable prerogatives of sovereign authority, an augmenting pressure dynamic can arise to supplant objectivity and relegate impartial, sober, and dispassionate legal processes to the realm of politics."
"March 01, 2010","Understanding those factors critical to predicting public response is crucial to our ability to model the consequences of a terrorist strike in an urban area. Sixteen hypothetical damage scenarios were systematically varied according to non-terrorism vs. terrorism, explosions vs. infectious disease releases, terrorists' motives as demands to release prisoners vs. solely to instill fear, non-terrorists' motives as non-intentional vs. intentional (criminal), victims as government officials vs. tourists, non-terrorist incidents as involving no negligence vs. negligence, terrorist acts as non-suicidal vs. suicidal, and number of casualties (0, 15, 495). The setting was a local theme park. Students at a university in San Diego County were randomly assigned to different scenario conditions. For these scenarios, they were asked to address a number of questions regarding their perceptions and likely behaviors during and following an accident or terrorist strike. Results from regression modeling and Multivariate Analysis of Variance (MANOVA) indicated that terrorism and the mechanism used were most influential followed by the presence of suicide or negligence, motive, and victim. Number of casualties made little difference once these other factors were accounted for. To forecast community response, a system dynamics model was introduced that incorporated the study's survey findings. This model simulated the immediate and mid-term diffusion of fear in a community for different types of accidental and terrorist events. These findings should prove useful to those wishing to predict public response to a variety of different contingencies involving terrorism."
"March 01, 2010","Two hypotheses about the determinants of Russian intergovernmental grants are tested. According to the first hypothesis, federal transfers to regions correlate with recent voting behaviour of regional electorates. The second hypothesis states that transfers are higher in regions with politically powerful governors. I find a strong confirmation for the first hypothesis and no evidence for the second hypothesis for the years 1995-99. This result is robust across specifications. However, in the years 2000-2004 electoral variables show no effect on transfers. The only significant political variable is Putin’s visits to regions."
